review_id,review_text,sentiment_label,sentiment_score,bank,rating,clean_text,theme,translated_review
726,I have experiance,negative,0.8070297837257385,BOA,5,experiance,Other,I have experiance
729,ርይርፍ,negative,0.6970565915107727,BOA,3,ርይርፍ,Other,Blessed
730,The previous application is much better than this one,positive,0.9991149306297302,BOA,1,previous application well,Other,The previous application is much better than this one
732,mal,negative,0.9996137022972108,BOA,5,mal,Other,mal
733,It is not working at all,negative,0.9997811913490297,BOA,1,work,Other,It is not working at all
740,No work app,negative,0.9968982934951782,BOA,5,work app,Other,No work app
741,Is ok but stop sundenly,positive,0.9309312105178832,BOA,5,ok stop sundenly,Other,Is ok but stop sundenly
743,experienced,positive,0.9950610995292664,BOA,5,experience,Other,experienced
746,I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,negative,0.998315453529358,BOA,1,believe abyssinia develop kind trash app lot issue,Other,I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎
749,It doesn't work,negative,0.9997813105583192,BOA,1,work,Other,It doesn't work
750,ጭራሽ አይነፋም,negative,0.7850590348243713,BOA,1,ጭራሽ አይነፋም,Other,It does not blow
753,It is not fast,negative,0.99720698595047,BOA,3,fast,Other,It is not fast
756,ሀየ,negative,0.6970565915107727,BOA,5,ሀየ,Other,Hey
757,Too late!,negative,0.9988941550254822,BOA,1,late,Other,Too late!
758,No work,negative,0.999386191368103,BOA,5,work,Other,No work
767,Miliyone.,negative,0.9675788879394532,BOA,5,miliyone,Other,Miliyone.
768,Workneh girmamo,positive,0.9400009512901306,BOA,5,workneh girmamo,Other,Work on
771,Is it even working these days? Please check it.,positive,0.9892704486846924,BOA,1,work day check,Other,Is it even working these days? Please check it.
776,This app doesn't work,negative,0.9997921586036682,BOA,1,app work,Other,This app doesn't work
782,አፑ በጣም አስቸጋሪ ሆኗል,negative,0.8616330027580261,BOA,1,አፑ በጣም አስቸጋሪ ሆኗል,Other,The alpha has become very difficult
783,Its not working.,negative,0.9997856020927428,BOA,1,work,Other,Its not working.
786,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,negative,0.96113383769989,BOA,1,ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ app ዛግግግ ነው ያረገኝ,Other,Not unexpected from this largest bank of APP .... Zargg:
789,meskelu Metku,positive,0.8474318981170654,BOA,5,meskelu metku,Other,Meskel label
791,It has become the most unreliable mibile banking app ever.,negative,0.999081015586853,BOA,1,unreliable mibile banking app,Other,It has become the most unreliable mibile banking app ever.
795,Really Bank,positive,0.9820581078529358,BOA,5,bank,Other,Really Bank
801,You are beutiful,negative,0.8399409055709839,BOA,5,beutiful,Other,You are beutiful
803,አይሰራም አፑ ለምንድነው,negative,0.8337252736091614,BOA,1,አይሰራም አፑ ለምንድነው,Other,Won't work
804,Awful,negative,0.9997954964637756,BOA,1,awful,Other,Awful
808,"Worest app, it cannot be downloaded",negative,0.9979676604270936,BOA,2,worest app download,Other,"Worest app, it cannot be downloaded"
811,ok yes,positive,0.9997628331184388,BOA,5,ok yes,Other,ok yes
815,Kerfafa new,positive,0.8148752450942993,BOA,1,kerfafa new,Other,Kerfafa new
816,ABDU MUDESR,positive,0.7394681572914124,BOA,2,abdu mudesr,Other,Abdu Mudesr
821,Ayseram,negative,0.6560930013656616,BOA,1,ayseram,Other,Iderso
828,kalid,positive,0.8998875617980957,Dashen,5,kalid,Other,knitting
831,መቸሸጠ,negative,0.6970565915107727,Dashen,5,መቸሸጠ,Other,Took
832,gadaa,negative,0.7211463451385498,Dashen,5,gadaa,Other,The Gada
833,Massive upgrade from the Amole app.,positive,0.9646419286727904,Dashen,5,massive upgrade amole app,Other,Massive upgrade from the Amole app.
840,ዳሽን ባንክ ይለያል,negative,0.8337252736091614,Dashen,4,ዳሽን ባንክ ይለያል,Other,Dash Banking identifies
848,Wawww,negative,0.941803812980652,Dashen,5,wawww,Other,Wawww
864,its my choice,positive,0.9962010979652404,Dashen,5,choice,Other,its my choice
876,fast,positive,0.9989494681358336,Dashen,5,fast,Other,fast
882,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,positive,0.9995176792144777,Dashen,5,highly excited application favorable preferrable mobile app,Other,I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.
892,Dashen bank always one step ahead,positive,0.9996015429496764,Dashen,5,dashen bank step ahead,Other,Dashen bank always one step ahead
897,waw,negative,0.7346178889274597,Dashen,5,waw,Other,waw
910,execellent,negative,0.9866806864738464,Dashen,5,execellent,Other,execellent
913,it is incredible product.,positive,0.9998867511749268,Dashen,5,incredible product,Other,it is incredible product.
915,ok,positive,0.9997851252555848,Dashen,5,ok,Other,ok
919,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",positive,0.9998323917388916,Dashen,5,exceptional digital experience supperapp bring new paradigm shift banking business bravo dashen,Other,"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!"
931,betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,negative,0.9886249303817748,Dashen,5,betam mirt ena betam le atikakem kelel yale ena michu application nw,Other,Betam Mrt Ena Betam Le Atikakem Kelel Yale Ena Michu Application NW
938,Dashen bank is my number one choice,positive,0.9996331930160522,Dashen,5,dashen bank number choice,Other,Dashen bank is my number one choice
941,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",positive,0.9998248219490052,Dashen,5,proudly ethiopia innovation deliver promise marketplace major boost local commerce,Other,"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce"
949,"This app has everything I was looking for, dashen is becoming a grandmaster.",positive,0.9995651841163636,Dashen,5,app look dashen grandmaster,Other,"This app has everything I was looking for, dashen is becoming a grandmaster."
966,what an App,positive,0.9938238859176636,Dashen,5,app,Other,what an App
975,Better and inclusive app!,positive,0.999285876750946,Dashen,5,better inclusive app,Other,Better and inclusive app!
977,It keep my time to pay my bills and I generate my satment easily,positive,0.996675968170166,Dashen,5,time pay bill generate satment easily,Other,It keep my time to pay my bills and I generate my satment easily
987,it's a hestorical app. in the bank industry.,negative,0.9915915727615356,Dashen,5,hestorical app bank industry,Other,it's a hestorical app. in the bank industry.
1007,very comfortable app keep it,positive,0.999691367149353,Dashen,5,comfortable app,Other,very comfortable app keep it
1023,Too best,positive,0.877548098564148,Dashen,1,well,Other,Too best
1034,Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,positive,0.9926958084106444,Dashen,5,dashen supper app special ይምቾቱ ይለያያል,Other,DASHEEUNSUPER APP is: The Most Speed ​​Specieral.It is different !!!!
1036,Best- in-class app.,positive,0.999584972858429,Dashen,5,class app,Other,Best- in-class app.
1044,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,negative,0.9980541467666626,Dashen,1,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung,Other,no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51
1051,nic app,positive,0.9797857403755188,Dashen,5,nic app,Other,nic app
1056,ምርጫዬ ነው,negative,0.7850590348243713,Dashen,5,ምርጫዬ ነው,Other,It's my choice
1058,it's samart,positive,0.9992457628250122,Dashen,5,samart,Other,it's samart
1059,"The app is not working properly, I have been using it.",negative,0.999715268611908,Dashen,1,app work properly,Other,"The app is not working properly, I have been using it."
1067,proud by dashen bank,positive,0.9998666048049928,Dashen,5,proud dashen bank,Other,proud by dashen bank
1068,best,positive,0.9997941851615906,Dashen,5,well,Other,best
1073,tanku,negative,0.9159653186798096,Dashen,5,tanku,Other,tank
1075,goood,negative,0.9943867921829224,Dashen,5,goood,Other,goood
1076,why does it ask me for both pin and opt even the opt is touch let alone both,negative,0.9958769083023072,Dashen,2,ask pin opt opt touch let,Other,why does it ask me for both pin and opt even the opt is touch let alone both
1088,ጥሩ ነው,negative,0.7850590348243713,Dashen,5,ጥሩ ነው,Other,it's good
1090,nic,positive,0.9977141618728638,Dashen,5,nic,Other,nic
1091,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,negative,0.9200406670570374,Dashen,5,በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,Other,A very scrolling AP Burtle for use for use
1093,Best,positive,0.9997941851615906,Dashen,5,well,Other,Best
1102,Naiycapp,positive,0.8075174689292908,Dashen,5,naiycapp,Other,Naiycapp
1108,በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,negative,0.9200406670570374,Dashen,5,በጣም አሪፍ መተግበሪያ ነው አመሠግናለሁ,Other,It's a very cool app.I have becomegotten.
1115,no one dashen yichlal,negative,0.9842472076416016,Dashen,5,dashen yichlal,Other,no one dashen yichlal
1123,ከጰነጨየጠ,negative,0.6970565915107727,Dashen,2,ከጰነጨየጠ,Other,From the
1126,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,negative,0.9528433680534364,Dashen,4,አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,Other,"If the Applesser was cool, the Teleber was only for yourself and the old"
1138,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,negative,0.9046952724456788,Dashen,4,ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,Other,It's good but well should be checked
1139,ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,negative,0.932810604572296,Dashen,4,ፍጥነቱ በጣም አሪፍ ነው እና ቀለል ያለ ነው ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው,Other,"The speed is very cool!And it's light!However, it's good to include more to Teleber's Senior Shipping Apple."
1143,"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",negative,0.8565719723701477,Dashen,4,የሚገርም aplication ነው ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት አሱ ቢስተካከል star አስከዛው ግን ሰጥቻለው,Other,"Amazing APLICATION, But it's a PIN, that it's PIN, it has a PIN, all the time the transcript of translation must be PIN.But when the speech was wrong, 5 Star makes it possible."
1144,Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,negative,0.9961472749710084,Dashen,5,baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,Other,"Dashin Bank is Hudnadan Bank Thank you for you, Muaz Abamecha Abamilki from Aggaaro Town, Jimma District"
1145,It doesn't work,negative,0.9997813105583192,Dashen,1,work,Other,It doesn't work
1148,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,negative,0.985221803188324,Dashen,5,gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,Other,With the kegza app has the same new one's kemjh keme clamp
1151,Wonderful Application 😍,positive,0.9998589754104614,Dashen,5,wonderful application,Other,Wonderful Application 😍
1153,አሁን ገና አንድ እርምጃ ቀደማችው,negative,0.8832131028175354,Dashen,5,አሁን ገና አንድ እርምጃ ቀደማችው,Other,"Now, one step has been raised"
1160,Ok,positive,0.9997851252555848,Dashen,5,ok,Other,Ok
1162,Gret experience,negative,0.7600314021110535,Dashen,5,gret experience,Other,Gret experience
1170,mobile banking to the next level,positive,0.9409880042076112,Dashen,5,mobile banking level,Other,mobile banking to the next level
1171,The first 3 star review is me,positive,0.9967767596244812,Dashen,3,star review,Other,The first 3 star review is me
1172,Is not working,negative,0.9997809529304504,Dashen,1,work,Other,Is not working
1176,I only see white page,negative,0.9910238981246948,Dashen,2,white page,Other,I only see white page
1178,Amizing Application 😍,negative,0.9905142784118652,Dashen,5,amize application,Other,Amizing Application 😍
1180,ስም ብቻ 😏,negative,0.8337252736091614,Dashen,2,ስም ብቻ,Other,Name only
1186,I hope it will be better than amole,positive,0.9969701766967772,Dashen,5,hope well amole,Other,I hope it will be better than amole
1188,Dashen yichalal. Ewnetem one step a head,negative,0.983262538909912,Dashen,5,dashen yichalal ewnetem step head,Other,Dashen yichalal. Ewnetem one step a head
1190,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",positive,0.99988055229187,Dashen,5,wonderful work save time step ahead,Other,"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!"""
1192,Pro max,positive,0.9984601736068726,Dashen,5,pro max,Other,Pro max
1195,Proud to be dashen family . Shout out to the serial entrepreneur 👏,positive,0.9998549222946168,Dashen,5,proud dashen family shout serial entrepreneur,Other,Proud to be dashen family . Shout out to the serial entrepreneur 👏
1196,First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,positive,0.9874703288078308,Dashen,5,atm east africa,Other,First ATM in East africa ⭐️⭐️⭐️⭐️⭐️
1198,Better Move to catch the competition up👍,positive,0.9914566874504088,Dashen,5,well catch competition,Other,Better Move to catch the competition up👍
1200,Always one step ahead! What a masterpiece.,positive,0.9998708963394164,Dashen,5,step ahead masterpiece,Other,Always one step ahead! What a masterpiece.
1204,Always one step forward,positive,0.999639630317688,Dashen,5,step forward,Other,Always one step forward
1209,Dashen Bank Always One Step Ahead!,positive,0.9996882677078248,Dashen,5,dashen bank step ahead,Other,Dashen Bank Always One Step Ahead!
1210,U can't create account,negative,0.9984429478645324,Dashen,1,u create account,Other,U can't create account
1213,Always one step a head!,positive,0.9981322884559632,Dashen,5,step head,Other,Always one step a head!
1214,"A lightweight,catchy and smooth app",positive,0.998709201812744,Dashen,5,lightweight catchy smooth app,Other,"A lightweight,catchy and smooth app"
1218,This is My Bank!,positive,0.9968095421791076,Dashen,5,bank,Other,This is My Bank!
1219,"Truly, db => AlwaysOneStepAhead !!",negative,0.9989049434661864,Dashen,5,truly db alwaysonestepahead,Other,"Truly, db => AlwaysOneStepAhead !!"
1220,ALWAYS ONE STEP AHEAD,positive,0.9997699856758118,Dashen,5,step ahead,Other,ALWAYS ONE STEP AHEAD
1221,Well developed,positive,0.9998576641082764,Dashen,5,develop,Other,Well developed
1229,App That makes Difference!,positive,0.9998338222503662,Dashen,5,app make difference,Other,App That makes Difference!
1233,Always one step ahead,positive,0.9997699856758118,Dashen,5,step ahead,Other,Always one step ahead
1234,"Like Me, I Hope It Works Better Than Before.",positive,0.99872225522995,Dashen,5,like hope work well,Other,"Like Me, I Hope It Works Better Than Before."
